"exam_date","first_name","last_name","email","date_of_birth","gpa","course_name","exam_name","building_name","room_name","capacity","has_projector","has_computers","is_accessible","grade","state"
"2023-12-20","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Physical Education","Fitness Test","Main Building","Room 101","50","t","f","t","49.46","New York"
"2023-12-20","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Physical Education","Fitness Test","Library","Room 501","70","f","f","t","33.25","Florida"
"2023-12-20","Olivia","Anderson","olivia.anderson@jsuniversity.edu","2002-10-05","3.15","Physical Education","Fitness Test","Library","Room 501","70","f","f","t","48.77","Pennsylvania"
"2023-12-20","Ava","Garcia","ava.garcia@jsuniversity.edu","2002-01-15","2.98","Physical Education","Fitness Test","Main Building","Room 101","50","t","f","t","11.85","New York"
"2023-12-20","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Physical Education","Fitness Test","Library","Room 501","70","f","f","t","63.25","Texas"
"2023-12-20","Sofia","Johnson","sofia.johnson@jsuniversity.edu","2002-07-10","3.15","Physical Education","Fitness Test","Library","Room 501","70","f","f","t","45.29","Florida"
"2023-12-20","Benjamin","Thomas","benjamin.thomas@jsuniversity.edu","2002-08-03","3.78","Physical Education","Fitness Test","Arts Building","Room 701","70","f","f","t","33.20","Ohio"
"2023-12-20","Ella","Moore","ella.moore@jsuniversity.edu","2002-10-14","3.21","Physical Education","Fitness Test","Library","Room 501","70","f","f","t","24.14","Georgia"
"2023-12-20","Evelyn","Gonzalez","evelyn.gonzalez@jsuniversity.edu","2003-06-20","3.18","Physical Education","Fitness Test","Arts Building","Room 701","70","f","f","t","15.41","New York"
"2023-12-20","Liam","Hernandez","liam.hernandez@jsuniversity.edu","2003-01-10","3.55","Physical Education","Fitness Test","Arts Building","Room 701","70","f","f","t","12.13","Texas"
"2023-12-20","Noah","Wright","noah.wright@jsuniversity.edu","2003-05-12","3.78","Physical Education","Fitness Test","Arts Building","Room 701","70","f","f","t","18.64","Illinois"
"2023-12-20","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","Physical Education","Fitness Test","Library","Room 501","70","f","f","t","90.38","Pennsylvania"
"2023-12-20","Harper","Torres","harper.torres@jsuniversity.edu","2003-12-15","3.95","Physical Education","Fitness Test","Library","Room 501","70","f","f","t","57.14","North Carolina"
"2023-12-10","John","Smith","john.smith@jsuniversity.edu","2002-05-15","3.25","Medicine","Midterm Exam","Engineering Building","Room 801","80","t","t","f","37.45","California"
"2023-12-10","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Medicine","Midterm Exam","Main Building","Room 101","50","t","f","t","31.51","New York"
"2023-12-10","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Medicine","Midterm Exam","Science Building","Room 601","60","t","t","t","22.67","Texas"
"2023-12-10","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Medicine","Midterm Exam","Main Building","Room 101","50","t","f","t","54.10","Florida"
"2023-12-10","William","Wilson","william.wilson@jsuniversity.edu","2002-09-17","3.33","Medicine","Midterm Exam","Engineering Building","Room 801","80","t","t","f","43.13","Ohio"
"2023-12-10","Sophia","Moore","sophia.moore@jsuniversity.edu","2002-04-19","3.75","Medicine","Midterm Exam","Engineering Building","Room 801","80","t","t","f","74.77","Michigan"
"2023-12-10","Mia","Clark","mia.clark@jsuniversity.edu","2002-12-08","3.05","Medicine","Midterm Exam","Science Building","Room 601","60","t","t","t","44.42","North Carolina"
"2023-12-10","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Medicine","Midterm Exam","Engineering Building","Room 801","80","t","t","f","59.26","Texas"
"2023-12-10","Sofia","Johnson","sofia.johnson@jsuniversity.edu","2002-07-10","3.15","Medicine","Midterm Exam","Main Building","Room 101","50","t","f","t","22.76","Florida"
"2023-12-10","Chloe","Perez","chloe.perez@jsuniversity.edu","2002-05-18","3.12","Medicine","Midterm Exam","Main Building","Room 101","50","t","f","t","32.59","Pennsylvania"
"2023-12-10","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Medicine","Midterm Exam","Engineering Building","Room 801","80","t","t","f","71.48","North Carolina"
"2023-12-10","Oliver","Martinez","oliver.martinez@jsuniversity.edu","2003-04-15","3.42","Medicine","Midterm Exam","Science Building","Room 601","60","t","t","t","77.95","California"
"2024-02-10","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Medicine","Final Exam","Engineering Building","Room 801","80","t","t","f","46.93","New York"
"2024-02-10","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","Medicine","Final Exam","Main Building","Room A01","100","t","t","t","62.17","Illinois"
"2024-02-10","Ethan","White","ethan.white@jsuniversity.edu","2002-02-22","3.42","Medicine","Final Exam","Main Building","Room A01","100","t","t","t","92.38","California"
"2024-02-10","Ava","Garcia","ava.garcia@jsuniversity.edu","2002-01-15","2.98","Medicine","Final Exam","Main Building","Room A01","100","t","t","t","31.23","New York"
"2024-02-10","Sofia","Johnson","sofia.johnson@jsuniversity.edu","2002-07-10","3.15","Medicine","Final Exam","Engineering Building","Room 801","80","t","t","f","21.44","Florida"
"2024-02-10","Lucas","Davis","lucas.davis@jsuniversity.edu","2002-06-05","3.55","Medicine","Final Exam","Main Building","Room A01","100","t","t","t","13.79","Illinois"
